'Elapsed time','Direct_1'
30.16,-3.5
30.161,-1.9
30.162,0.8
30.163,3.5
30.164,5.4
30.165,6.3
30.166,6.8
30.167,7.2
30.168,7.5
30.169,7.1
30.17,5.5
30.171,2.8
30.172,-0.1
30.173,-2.3
30.174,-3.3
30.175,-3.3
30.176,-2.8
30.177,-2.3
30.178,-1.8
30.179,-1
30.18,0.5
30.181,2.1
30.182,3
30.183,2.5
30.184,0.1
30.185,-3.2
30.186,-6.4
30.187,-8.2
30.188,-8.3
30.189,-7.5
30.19,-7
30.191,-7.8
30.192,-10.3
30.193,-13.7
30.194,-16.7
30.195,-17.9
30.196,-16.8
30.197,-13.8
30.198,-10.3
30.199,-7.9
30.2,-7.6
30.201,-9.2
30.202,-11.6
30.203,-13.7
30.204,-14.6
30.205,-14.3
30.206,-13.3
30.207,-12.3
30.208,-11.8
30.209,-11.9
30.21,-12.5
30.211,-13.2
30.212,-14
30.213,-14.5
30.214,-14.6
30.215,-14.2
30.216,-13.2
30.217,-12
30.218,-11
30.219,-10.5
30.22,-10.3
30.221,-10
30.222,-9.4
30.223,-8.6
30.224,-8.1
30.225,-8.3
30.226,-9.2
30.227,-10.1
30.228,-10.2
30.229,-9.3
30.23,-7.8
30.231,-6.6
30.232,-6.7
30.233,-8.3
30.234,-10.8
30.235,-13
30.236,-13.9
30.237,-13.4
30.238,-11.9
30.239,-10.6
30.24,-10.1
30.241,-10.7
30.242,-11.6
30.243,-12.3
30.244,-12.1
30.245,-11.2
30.246,-10.2
30.247,-9.8
30.248,-10.5
30.249,-12.1
30.25,-13.7
30.251,-14.7
30.252,-14.5
30.253,-13.2
30.254,-11.5
30.255,-10.2
30.256,-9.7
30.257,-10.3
30.258,-11.2
30.259,-11.9
30.26,-11.8
30.261,-11
30.262,-10.3
30.263,-10.3
30.264,-11.2
30.265,-12.4
30.266,-13.3
30.267,-13.1
30.268,-12.1
30.269,-11
30.27,-11
30.271,-12.5
30.272,-14.7
30.273,-16.4
30.274,-16.4
30.275,-14.2
30.276,-10.8
30.277,-7.6
30.278,-5.9
30.279,-6
30.28,-7.1
30.281,-8.2
30.282,-8.6
30.283,-8.2
30.284,-8
30.285,-8.7
30.286,-10.6
30.287,-13.2
30.288,-15.3
30.289,-15.8
30.29,-14
30.291,-10.5
30.292,-6.3
30.293,-2.4
30.294,0.5
30.295,2.4
30.296,4.3
30.297,7.4
30.298,13.1
30.299,21.7
30.3,33.201
30.301,46.101
30.302,58.601
30.303,68.701
30.304,75.101
30.305,77.101
30.306,75.001
30.307,69.301
30.308,60.601
30.309,49.401
30.31,36.301
30.311,22
30.312,7.5
30.313,-6.2
30.314,-18.4
30.315,-29.3
30.316,-39.301
30.317,-48.601
30.318,-56.701
30.319,-62.201
30.32,-63.801
30.321,-60.801
30.322,-54.101
30.323,-45.701
30.324,-37.901
30.325,-32.4
30.326,-29.3
30.327,-27.3
30.328,-25.1
30.329,-21.7
30.33,-17.4
30.331,-13.3
30.332,-10.7
30.333,-10
30.334,-10.8
30.335,-12.1
30.336,-13
30.337,-13.2
30.338,-13
30.339,-12.7
30.34,-12.5
30.341,-11.9
30.342,-10.8
30.343,-9.2
30.344,-8
30.345,-8.2
30.346,-10.3
30.347,-14
30.348,-17.8
30.349,-20
30.35,-19.6
30.351,-16.7
30.352,-12.5
30.353,-8.7
30.354,-6.5
30.355,-5.8
30.356,-6.1
30.357,-6.2
30.358,-5.9
30.359,-5.5
30.36,-5.9
30.361,-7.7
30.362,-10.8
30.363,-13.8
30.364,-15.2
30.365,-14.1
30.366,-10.9
30.367,-7.3
30.368,-5.1
30.369,-5.4
30.37,-7.8
30.371,-10.8
30.372,-12.6
30.373,-12.4
30.374,-10.6
30.375,-8.1
30.376,-6.5
30.377,-6.2
30.378,-7.3
30.379,-9.3
30.38,-11.4
30.381,-13
30.382,-13.5
30.383,-12.8
30.384,-11.2
30.385,-9.5
30.386,-8.6
30.387,-9.3
30.388,-11.6
30.389,-14.7
30.39,-17.4
30.391,-19
30.392,-19.2
30.393,-18.2
30.394,-16.7
30.395,-15
30.396,-13.7
30.397,-12.8
30.398,-12.9
30.399,-13.9
30.4,-15.6
30.401,-17.2
30.402,-17.9
30.403,-17.5
30.404,-16.3
30.405,-15.3
30.406,-15.2
30.407,-16
30.408,-17.1
30.409,-17.5
30.41,-16.7
30.411,-15.2
30.412,-13.9
30.413,-13.6
30.414,-14.3
30.415,-15.7
30.416,-17
30.417,-17.7
30.418,-17.8
30.419,-17.3
30.42,-16.1
30.421,-14.4
30.422,-12.2
30.423,-10.4
30.424,-10
30.425,-11.6
30.426,-14.6
30.427,-17.8
30.428,-19.5
30.429,-18.9
30.43,-16.7
30.431,-14.3
30.432,-12.9
30.433,-12.5
30.434,-12.4
30.435,-11.7
30.436,-10.7
30.437,-10.9
30.438,-13.4
30.439,-18.5
30.44,-24.1
30.441,-27.3
30.442,-26.1
30.443,-20.7
30.444,-13.7
30.445,-8.4
30.446,-7
30.447,-9.5
30.448,-13.8
30.449,-17.3
30.45,-18.4
30.451,-17.3
30.452,-15.2
30.453,-13.6
30.454,-13.1
30.455,-13.5
30.456,-14.4
30.457,-15.1
30.458,-15.6
30.459,-15.7
30.46,-15.6
30.461,-15.2
30.462,-14.9
30.463,-15
30.464,-15.7
30.465,-16.9
30.466,-18.1
30.467,-18.3
30.468,-17
30.469,-14.4
30.47,-11.3
30.471,-9.1
30.472,-8.6
30.473,-10
30.474,-12.5
30.475,-14.9
30.476,-16.4
30.477,-16.7
30.478,-16.1
30.479,-15.3
30.48,-14.9
30.481,-15
30.482,-15.3
30.483,-15.3
30.484,-14.8
30.485,-14.1
30.486,-13.6
30.487,-13.6
30.488,-14.1
30.489,-15
30.49,-15.7
30.491,-15.7
30.492,-15.3
30.493,-14.6
30.494,-14.3
30.495,-14.4
30.496,-14.8
30.497,-15.2
30.498,-15.2
30.499,-14.9
30.5,-14.6
30.501,-14.7
30.502,-15.3
30.503,-16.4
30.504,-17.6
30.505,-18.7
30.506,-19.2
30.507,-19.1
30.508,-18.3
30.509,-16.9
30.51,-15.5
30.511,-14.9
30.512,-15.7
30.513,-18
30.514,-21
30.515,-23.5
30.516,-24.2
30.517,-22.8
30.518,-20
30.519,-16.9
30.52,-14.8
30.521,-14.2
30.522,-14.9
30.523,-16.2
30.524,-17.5
30.525,-18.4
30.526,-19.1
30.527,-19.6
30.528,-20.1
30.529,-20.7
30.53,-21.2
30.531,-21.4
30.532,-21
30.533,-19.6
30.534,-17.6
30.535,-15.5
30.536,-14.1
30.537,-14
30.538,-15.4
30.539,-17.5
30.54,-19.4
30.541,-20.1
30.542,-19.2
30.543,-17.3
30.544,-15.2
30.545,-13.9
30.546,-14
30.547,-15.1
30.548,-16.6
30.549,-17.6
30.55,-17.8
30.551,-17.5
30.552,-17.3
30.553,-17.6
30.554,-18.1
30.555,-18.1
30.556,-17.2
30.557,-15.3
30.558,-13.6
30.559,-13.2
30.56,-15
30.561,-18.7
30.562,-22.5
30.563,-24.7
30.564,-24.3
30.565,-21.7
30.566,-18.6
30.567,-16.7
30.568,-16.7
30.569,-18.3
30.57,-20.2
30.571,-21.4
30.572,-21.9
30.573,-22.1
30.574,-23
30.575,-24.8
30.576,-26.9
30.577,-28.6
30.578,-29.4
30.579,-29.3
30.58,-28.9
30.581,-28.4
30.582,-28.3
30.583,-28.2
30.584,-28
30.585,-27.4
30.586,-26.4
30.587,-25.2
30.588,-24
30.589,-22.8
30.59,-21.7
30.591,-20.8
30.592,-20.2
30.593,-20.1
30.594,-20.4
30.595,-20.9
30.596,-21
30.597,-20.4
30.598,-18.8
30.599,-16.7
30.6,-14.8
30.601,-14
30.602,-14.8
30.603,-16.9
30.604,-19.4
30.605,-21
30.606,-20.9
30.607,-18.8
30.608,-15.7
30.609,-12.8
30.61,-11.1
30.611,-11.2
30.612,-12.3
30.613,-13.6
30.614,-14.1
30.615,-13.3
30.616,-11.8
30.617,-10.3
30.618,-9.7
30.619,-10.1
30.62,-11.1
30.621,-11.8
30.622,-11.5
30.623,-10.6
30.624,-9.7
30.625,-10
30.626,-11.6
30.627,-14
30.628,-15.8
30.629,-15.8
30.63,-13.7
30.631,-10.7
30.632,-8
30.633,-7
30.634,-7.4
30.635,-8.6
30.636,-9.3
30.637,-9.1
30.638,-8.5
30.639,-8.2
30.64,-8.6
30.641,-9.1
30.642,-9.3
30.643,-8.7
30.644,-7.7
30.645,-7.3
30.646,-8.3
30.647,-10.9
30.648,-14.1
30.649,-16.9
30.65,-18.2
30.651,-18
30.652,-16.7
30.653,-15.4
30.654,-14.6
30.655,-14.5
30.656,-15
30.657,-16.1
30.658,-17.3
30.659,-18.6
30.66,-19.7
30.661,-20.4
30.662,-21
30.663,-21.4
30.664,-22
30.665,-22.7
30.666,-23.1
30.667,-23.2
30.668,-22.9
30.669,-22.6
30.67,-22.7
30.671,-23.3
30.672,-23.9
30.673,-23.9
30.674,-22.7
30.675,-20.5
30.676,-18.3
30.677,-17
30.678,-17.6
30.679,-19.4
30.68,-21.5
30.681,-22.7
30.682,-22.4
30.683,-21.1
30.684,-19.9
30.685,-19.5
30.686,-20
30.687,-20.9
30.688,-21.2
30.689,-20.8
30.69,-20
30.691,-19.7
30.692,-20.4
30.693,-22.1
30.694,-24.3
30.695,-26
30.696,-26.7
30.697,-26.1
30.698,-24.4
30.699,-22
30.7,-19.6
30.701,-17.8
30.702,-17.3
30.703,-18.4
30.704,-20.8
30.705,-23.9
30.706,-26.3
30.707,-27.1
30.708,-25.9
30.709,-23.1
30.71,-20
30.711,-17.9
30.712,-17.8
30.713,-20
30.714,-23.6
30.715,-27
30.716,-28.7
30.717,-27.8
30.718,-24.5
30.719,-20.5
30.72,-17.4
30.721,-16.7
30.722,-18.1
30.723,-20.5
30.724,-22.2
30.725,-22.3
30.726,-21.1
30.727,-19.5
30.728,-18.6
30.729,-18.7
30.73,-19.1
30.731,-19.1
30.732,-18.2
30.733,-16.9
30.734,-16.1
30.735,-16.3
30.736,-17.5
30.737,-18.8
30.738,-19.8
30.739,-20
30.74,-19.6
30.741,-19
30.742,-18.3
30.743,-17.4
30.744,-16.5
30.745,-15.7
30.746,-15.4
30.747,-15.8
30.748,-16.5
30.749,-16.9
30.75,-16.5
30.751,-15.8
30.752,-15.5
30.753,-16.5
30.754,-18.5
30.755,-20.7
30.756,-21.8
30.757,-21.4
30.758,-20.2
30.759,-19.2
30.76,-19.2
30.761,-19.6
30.762,-19
30.763,-15.7
30.764,-9.7
30.765,-2
30.766,5.7
30.767,12.4
30.768,18.3
30.769,25.1
30.77,33.901
30.771,44.801
30.772,55.901
30.773,64.301
30.774,67.501
30.775,64.901
30.776,57.601
30.777,47.801
30.778,37.601
30.779,27.9
30.78,17.9
30.781,6.3
30.782,-8
30.783,-24.6
30.784,-41.701
30.785,-56.101
30.786,-65.301
30.787,-68.101
30.788,-65.701
30.789,-61.001
30.79,-56.701
30.791,-54.601
30.792,-54.201
30.793,-53.401
30.794,-50.201
30.795,-43.801
30.796,-35.001
30.797,-26.3
30.798,-19.8
30.799,-16.7
30.8,-16.3
30.801,-17
30.802,-17.5
30.803,-17
30.804,-16
30.805,-15
30.806,-14.8
30.807,-15
30.808,-15.1
30.809,-14.6
30.81,-13.3
30.811,-12
30.812,-11.4
30.813,-12.2
30.814,-14.3
30.815,-16.7
30.816,-18.1
30.817,-17.6
30.818,-15.1
30.819,-11.7
30.82,-9.2
30.821,-8.7
30.822,-10.2
30.823,-12.6
30.824,-13.9
30.825,-13
30.826,-10.1
30.827,-7.3
30.828,-6.6
30.829,-8.8
30.83,-12.8
30.831,-16.4
30.832,-17.6
30.833,-15.9
30.834,-12.9
30.835,-10.7
30.836,-10.6
30.837,-11.8
30.838,-12.6
30.839,-11.8
30.84,-9.4
30.841,-7.4
30.842,-7.9
30.843,-11.7
30.844,-17.3
30.845,-22.2
30.846,-24
30.847,-22.5
30.848,-19
30.849,-15.9
30.85,-14.4
30.851,-14.3
30.852,-14.4
30.853,-13.3
30.854,-11.1
30.855,-8.8
30.856,-7.8
30.857,-8.6
30.858,-11.1
30.859,-13.9
30.86,-16
30.861,-16.7
30.862,-16.4
30.863,-15.3
30.864,-14.1
30.865,-12.8
30.866,-11.6
30.867,-10.7
30.868,-10.3
30.869,-10.4
30.87,-10.9
30.871,-11.6
30.872,-12.1
30.873,-12.4
30.874,-12.6
30.875,-12.7
30.876,-12.6
30.877,-12.2
30.878,-11.3
30.879,-10.3
30.88,-9.7
30.881,-10.3
30.882,-12.4
30.883,-15.5
30.884,-18.8
30.885,-21.1
30.886,-21.8
30.887,-21.3
30.888,-20.5
30.889,-20.4
30.89,-20.9
30.891,-21.7
30.892,-21.7
30.893,-20.3
30.894,-17.9
30.895,-15.2
30.896,-13.3
30.897,-12.5
30.898,-12.9
30.899,-13.5
30.9,-14
30.901,-14.1
30.902,-14.2
30.903,-14.6
30.904,-15.4
30.905,-16.3
30.906,-16.8
30.907,-16.8
30.908,-16.2
30.909,-15.2
30.91,-14.2
30.911,-13.3
30.912,-12.6
30.913,-11.7
30.914,-10.7
30.915,-9.6
30.916,-8.8
30.917,-8.8
30.918,-9.9
30.919,-11.8
30.92,-14.1
30.921,-16.1
30.922,-17.2
30.923,-17.5
30.924,-17.3
30.925,-16.9
30.926,-16.6
30.927,-16
30.928,-14.9
30.929,-13.5
30.93,-12.3
30.931,-11.9
30.932,-12.9
30.933,-14.9
30.934,-17.1
30.935,-18.5
30.936,-18.6
30.937,-17.8
30.938,-16.9
30.939,-16.7
30.94,-17.3
30.941,-18.1
30.942,-18.3
30.943,-17.1
30.944,-15
30.945,-12.8
30.946,-11.7
30.947,-12
30.948,-13.4
30.949,-14.8
30.95,-15.4
30.951,-14.9
30.952,-13.5
30.953,-12
30.954,-10.7
30.955,-9.9
30.956,-9.4
30.957,-9.2
30.958,-9.5
30.959,-10.3
30.96,-11.7
30.961,-13
30.962,-13.8
30.963,-13.6
30.964,-12.8
30.965,-11.8
30.966,-11.2
30.967,-11.4
30.968,-12
30.969,-12.5
30.97,-12.7
30.971,-12.3
30.972,-11.9
30.973,-11.7
30.974,-12.1
30.975,-13.2
30.976,-15.1
30.977,-17.3
30.978,-19.3
30.979,-20.4
30.98,-19.9
30.981,-17.8
30.982,-14.9
30.983,-12.3
30.984,-10.9
30.985,-11.1
30.986,-12.5
30.987,-14
30.988,-15.1
30.989,-15.5
30.99,-15.6
30.991,-15.6
30.992,-15.6
30.993,-15.1
30.994,-13.5
30.995,-11.1
30.996,-8.6
30.997,-7.4
30.998,-8
30.999,-10.2
31,-12.4
31.001,-13.1
31.002,-11.3
31.003,-7.6
31.004,-3.8
31.005,-2.2
31.006,-3.7
31.007,-7.9
31.008,-12.6
31.009,-15.4
31.01,-15
31.011,-12
31.012,-8.2
31.013,-6.1
31.014,-6.7
31.015,-9.8
31.016,-13.3
31.017,-15.3
31.018,-14.8
31.019,-12.3
31.02,-9.3
31.021,-7.5
31.022,-7.6
31.023,-9
31.024,-10.2
31.025,-10.2
31.026,-8.7
31.027,-6.8
31.028,-5.5
31.029,-5.8
31.03,-7.3
31.031,-9
31.032,-9.6
31.033,-8.6
31.034,-6.5
31.035,-4.5
31.036,-3.4
31.037,-3.9
31.038,-5.6
31.039,-8
31.04,-10.6
31.041,-12.8
31.042,-14.1
31.043,-13.9
31.044,-11.8
31.045,-7.8
31.046,-3
31.047,0.9
31.048,2.5
31.049,1.4
31.05,-1.4
31.051,-4.4
31.052,-6.2
31.053,-6.5
31.054,-6
31.055,-5.6
31.056,-5.9
31.057,-6.5
31.058,-6.8
31.059,-6.4
31.06,-5.3
31.061,-4.4
31.062,-4.2
31.063,-4.9
31.064,-6.2
31.065,-7.4
31.066,-8
31.067,-8.1
31.068,-7.8
31.069,-7.5
31.07,-7.1
31.071,-6.9
31.072,-6.8
31.073,-6.7
31.074,-6.4
31.075,-5.9
31.076,-5.1
31.077,-4.2
31.078,-3.1
31.079,-2.2
31.08,-1.4
31.081,-0.4
31.082,1
31.083,2.8
31.084,4.8
31.085,6.6
31.086,7.5
31.087,7.5
31.088,6.8
31.089,5.9
31.09,5.2
31.091,5.3
31.092,5.8
31.093,6.6
31.094,6.9
31.095,6.6
31.096,5.7
31.097,4.6
31.098,3.8
31.099,3.7
31.1,4.2
31.101,4.7
31.102,4.8
31.103,4.1
31.104,2.7
31.105,0.9
31.106,-0.7
31.107,-1.5
31.108,-1.3
31.109,0.1
31.11,2.4
31.111,4.7
31.112,6
31.113,5.4
31.114,3
31.115,-0.3
31.116,-3.2
31.117,-4.3
31.118,-3.3
31.119,-0.8
31.12,1.9
31.121,3.6
31.122,3.6
31.123,2.3
31.124,0.3
31.125,-1.5
31.126,-2.8
31.127,-3.4
31.128,-3.5
31.129,-3.6
31.13,-3.9
31.131,-4.9
31.132,-6.4
31.133,-7.9
31.134,-8.7
31.135,-8
31.136,-6
31.137,-3.4
31.138,-1.4
31.139,-0.9
31.14,-2.1
31.141,-4.5
31.142,-7.1
31.143,-9.2
31.144,-10.5
31.145,-11
31.146,-10.7
31.147,-9.5
31.148,-7.7
31.149,-5.8
31.15,-4.6
31.151,-4.9
31.152,-6.5
31.153,-8.5
31.154,-9.4
31.155,-8.3
31.156,-5.5
31.157,-2.5
31.158,-1.2
31.159,-2.5
31.16,-5.9
31.161,-9.5
31.162,-11.7
31.163,-11.5
31.164,-9.6
31.165,-7.4
31.166,-6.1
31.167,-6.1
31.168,-6.9
31.169,-7.6
31.17,-7.9
31.171,-7.9
31.172,-8.2
31.173,-9.1
31.174,-10.2
31.175,-11
31.176,-10.7
31.177,-9.5
31.178,-7.8
31.179,-6.6
31.18,-6.5
31.181,-7.5
31.182,-9.1
31.183,-10.4
31.184,-10.8
31.185,-10.2
31.186,-8.8
31.187,-7.3
31.188,-6.2
31.189,-5.6
31.19,-5.5
31.191,-5.4
31.192,-5.3
31.193,-5
31.194,-4.8
31.195,-4.4
31.196,-3.8
31.197,-2.7
31.198,-1.1
31.199,0.5
31.2,1.6
31.201,1.6
31.202,0.2
31.203,-1.9
31.204,-3.8
31.205,-4.4
31.206,-3.5
31.207,-1.4
31.208,0.8
31.209,2.1
31.21,2
31.211,0.8
31.212,-0.5
31.213,-1.1
31.214,-0.7
31.215,0.1
31.216,0.4
31.217,-0.3
31.218,-2.1
31.219,-4.1
31.22,-5.2
31.221,-4.9
31.222,-3.4
31.223,-2.1
31.224,-1.9
31.225,-3.3
31.226,-5.5
31.227,-7
31.228,-6.3
31.229,-3
31.23,2.5
31.231,9
31.232,15.4
31.233,21.4
31.234,27.2
31.235,33.301
31.236,40.401
31.237,48.701
31.238,58.001
31.239,67.601
31.24,76.301
31.241,82.701
31.242,85.401
31.243,83.401
31.244,77.001
31.245,66.901
31.246,54.701
31.247,41.701
31.248,28.5
31.249,15.1
31.25,1.1
31.251,-13.4
31.252,-27.9
31.253,-40.901
31.254,-50.901
31.255,-56.801
31.256,-58.001
31.257,-55.201
31.258,-49.701
31.259,-43.301
31.26,-37.501
31.261,-33.101
31.262,-29.9
31.263,-26.4
31.264,-21.4
31.265,-14.5
31.266,-6.3
31.267,1
31.268,5.7
31.269,6.7
31.27,4.7
31.271,1.6
31.272,-0.6
31.273,-1.1
31.274,-0.2
31.275,0.9
31.276,1.2
31.277,0.4
31.278,-0.9
31.279,-2.1
31.28,-2.9
31.281,-3.5
31.282,-4.3
31.283,-5.3
31.284,-6.2
31.285,-6.5
31.286,-6.3
31.287,-5.9
31.288,-5.9
31.289,-6.6
31.29,-7.9
31.291,-9.1
31.292,-9.7
31.293,-9.5
31.294,-8.7
31.295,-7.3
31.296,-5.6
31.297,-3.5
31.298,-1.5
31.299,0
31.3,0.3
31.301,-0.6
31.302,-2.1
31.303,-3.2
31.304,-3
31.305,-1.2
31.306,1.7
31.307,4.8
31.308,7.2
31.309,8.6
31.31,8.9
31.311,8.1
31.312,6.7
31.313,4.8
31.314,2.8
31.315,1.2
31.316,0.1
31.317,-0.4
31.318,-0.5
31.319,-0.5
31.32,-0.2
31.321,0.6
31.322,1.9
31.323,3.7
31.324,5.5
31.325,6.6
31.326,6.8
31.327,6.3
31.328,5.6
31.329,5.1
31.33,4.9
31.331,4.7
31.332,4.1
31.333,3.2
31.334,2.7
31.335,3.2
31.336,4.6
31.337,6.4
31.338,7.2
31.339,6.3
31.34,3.6
31.341,0.3
31.342,-2.4
31.343,-3.2
31.344,-2.2
31.345,-0.3
31.346,1.3
31.347,1.7
31.348,1.2
31.349,0.4
31.35,0.2
31.351,1.1
31.352,2.8
31.353,4.7
31.354,6
31.355,6.2
31.356,5.4
31.357,4.1
31.358,2.6
31.359,1.4
31.36,0.7
31.361,0.7
31.362,1.2
31.363,2.1
31.364,2.9
31.365,3.3
31.366,3.1
31.367,2.6
31.368,2.1
31.369,2.1
31.37,2.9
31.371,3.8
31.372,4.3
31.373,4
31.374,2.8
31.375,1.6
31.376,1
31.377,1.6
31.378,3.1
31.379,4.8
31.38,6.1
31.381,6.4
31.382,5.8
31.383,4.8
31.384,3.9
31.385,3.4
31.386,3.2
31.387,3.3
31.388,3.3
31.389,3.4
31.39,3.4
31.391,3.5
31.392,3.6
31.393,3.4
31.394,2.7
31.395,1.4
31.396,-0.1
31.397,-1.3
31.398,-1.4
31.399,-0.3
31.4,1.6
31.401,3.4
31.402,4.1
31.403,3.7
31.404,2.5
31.405,1.7
31.406,2
31.407,3.4
31.408,5.3
31.409,6.6
31.41,6.6
31.411,4.9
31.412,2
31.413,-1.5
31.414,-4.6
31.415,-6.6
31.416,-6.9
31.417,-5.4
31.418,-2.7
31.419,-0.1
31.42,1
31.421,0.2
31.422,-2
31.423,-4.1
31.424,-4.5
31.425,-2.7
31.426,0.6
31.427,3.7
31.428,4.9
31.429,3.6
31.43,0.3
31.431,-3.4
31.432,-6.1
31.433,-6.9
31.434,-5.9
31.435,-3.9
31.436,-1.9
31.437,-0.8
31.438,-1.1
31.439,-2.9
31.44,-5.4
31.441,-7.7
31.442,-8.9
31.443,-8.7
31.444,-7.3
31.445,-5.8
31.446,-5.3
31.447,-6.2
31.448,-8.2
31.449,-10.2
31.45,-11
31.451,-10.2
31.452,-7.8
31.453,-5.1
31.454,-3.2
31.455,-3.2
31.456,-5
31.457,-7.8
31.458,-9.9
31.459,-10
31.46,-7.5
31.461,-3.2
31.462,1.1
31.463,3.7
31.464,3.5
31.465,0.8
31.466,-3
31.467,-6.4
31.468,-8.6
31.469,-9.2
31.47,-8.9
31.471,-8
31.472,-6.6
31.473,-4.8
31.474,-2.8
31.475,-1.2
31.476,-1
31.477,-2.6
31.478,-5.8
31.479,-9.2
31.48,-11.2
31.481,-11
31.482,-8.7
31.483,-5.6
31.484,-3.4
31.485,-3.1
31.486,-4.8
31.487,-7.5
31.488,-9.9
31.489,-11.1
31.49,-10.7
31.491,-9.5
31.492,-8.2
31.493,-7.6
31.494,-7.9
31.495,-8.9
31.496,-9.9
31.497,-10.4
31.498,-10.1
31.499,-9.2
31.5,-8.2
31.501,-7.9
31.502,-8.4
31.503,-9.4
31.504,-10
31.505,-9.1
31.506,-6.3
31.507,-2.2
31.508,1.7
31.509,3.6
31.51,2.6
31.511,-0.9
31.512,-5.1
31.513,-7.9
31.514,-8
31.515,-5.7
31.516,-2.5
31.517,-0.3
31.518,0.1
31.519,-0.9
31.52,-2.3
31.521,-2.8
31.522,-2.2
31.523,-1.1
31.524,-0.4
31.525,-0.6
31.526,-1.7
31.527,-3.1
31.528,-4.4
31.529,-5.3
31.53,-5.9
31.531,-6.2
31.532,-5.8
31.533,-4.7
31.534,-3.1
31.535,-1.8
31.536,-1.3
31.537,-1.9
31.538,-3
31.539,-3.8
31.54,-3.5
31.541,-2.5
31.542,-1.5
31.543,-1.7
31.544,-3.1
31.545,-4.8
31.546,-5.3
31.547,-3.3
31.548,0.9
31.549,5.6
31.55,8.5
31.551,8
31.552,4.3
31.553,-0.8
31.554,-4.9
31.555,-5.9
31.556,-3.5
31.557,1.1
31.558,5.4
31.559,7.6
31.56,6.9
31.561,3.9
31.562,0.6
31.563,-1.3
31.564,-0.7
31.565,1.9
31.566,5
31.567,6.9
31.568,6.7
31.569,4.5
31.57,1.4
31.571,-1.2
31.572,-2.5
31.573,-2.1
31.574,-0.6
31.575,1.3
31.576,3
31.577,4.1
31.578,4.4
31.579,3.8
31.58,2.4
31.581,0.4
31.582,-1.9
31.583,-3.9
31.584,-5.4
31.585,-6.2
31.586,-6.8
31.587,-7.5
31.588,-8.6
31.589,-10.2
31.59,-11.7
31.591,-12.6
31.592,-12.6
31.593,-11.8
31.594,-10.6
31.595,-9.6
31.596,-9.4
31.597,-10
31.598,-11
31.599,-11.8
31.6,-12.1
31.601,-11.9
31.602,-11.6
31.603,-11.6
31.604,-12.2
31.605,-13
31.606,-13.5
31.607,-13.5
31.608,-12.9
31.609,-12.2
31.61,-11.7
31.611,-11.5
31.612,-11.3
31.613,-10.7
31.614,-9.7
31.615,-8.7
31.616,-8.6
31.617,-9.7
31.618,-12
31.619,-14.4
31.62,-15.7
31.621,-15.4
31.622,-13.7
31.623,-11.8
31.624,-10.7
31.625,-10.8
31.626,-11.7
31.627,-12.4
31.628,-12
31.629,-10.8
31.63,-9.5
31.631,-9
31.632,-9.7
31.633,-11.2
31.634,-12.5
31.635,-12.4
31.636,-10.7
31.637,-8.4
31.638,-6.7
31.639,-7
31.64,-9.4
31.641,-13.2
31.642,-16.7
31.643,-18.3
31.644,-17.3
31.645,-14.4
31.646,-11
31.647,-8.7
31.648,-8.5
31.649,-10.3
31.65,-13
31.651,-14.7
31.652,-14.5
31.653,-12.1
31.654,-8.6
31.655,-5.9
31.656,-5.2
31.657,-7.2
31.658,-10.6
31.659,-13.6
31.66,-14.5
31.661,-12.5
31.662,-8.7
31.663,-4.9
31.664,-3.1
31.665,-4.4
31.666,-8.3
31.667,-13
31.668,-16.2
31.669,-16.8
31.67,-14.7
31.671,-11.3
31.672,-8.3
31.673,-7.1
31.674,-7.7
31.675,-9.6
31.676,-11.5
31.677,-12.7
31.678,-12.8
31.679,-12.4
31.68,-11.8
31.681,-11.4
31.682,-11.2
31.683,-11.3
31.684,-11.7
31.685,-12.5
31.686,-13.6
31.687,-14.9
31.688,-16
31.689,-16.3
31.69,-15.9
31.691,-15
31.692,-14
31.693,-13.2
31.694,-12.2
31.695,-10.4
31.696,-7.4
31.697,-3.1
31.698,2.3
31.699,8.3
31.7,14.6
31.701,21.4
31.702,29.3
31.703,38.501
31.704,48.601
31.705,58.601
31.706,66.901
31.707,72.201
31.708,73.801
31.709,71.701
31.71,66.501
31.711,59.001
31.712,49.701
31.713,38.701
31.714,26.2
31.715,12
31.716,-3.5
31.717,-19.3
31.718,-33.801
31.719,-45.301
31.72,-52.701
31.721,-56.001
31.722,-56.501
31.723,-55.801
31.724,-55.101
31.725,-54.401
31.726,-53.001
31.727,-49.901
31.728,-44.701
31.729,-38.301
31.73,-31.9
31.731,-26.8
31.732,-23.1
31.733,-20.2
31.734,-17.3
31.735,-14.4
31.736,-12.3
31.737,-11.7
31.738,-12.9
31.739,-14.8
31.74,-15.9
31.741,-15
31.742,-12.3
31.743,-9.3
31.744,-8
31.745,-9.1
31.746,-12
31.747,-14.7
31.748,-15.4
31.749,-13.7
31.75,-10.5
31.751,-7.8
31.752,-6.9
31.753,-8.2
31.754,-10.6
31.755,-12.8
31.756,-13.7
31.757,-13.2
31.758,-11.9
31.759,-10.8
31.76,-10.9
31.761,-12.4
31.762,-14.8
31.763,-17.4
31.764,-19.1
31.765,-19.1
31.766,-17.5
31.767,-15.1
31.768,-13.2
31.769,-13
31.77,-14.7
31.771,-17.4
31.772,-19.7
31.773,-20.2
31.774,-18.5
31.775,-15.2
31.776,-11.9
31.777,-9.9
